#NAME,#NAME
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
GECO005658,GECO003393
GECO005659,GECO005659
GECO005660,GECO001949
GECO005661,GECO001397
GECO005662,GECO001360
GECO005663,GECO001602
GECO005664,GECO005664
GECO005665,GECO005665
GECO005666,GECO002085
GECO005667,GECO005667
GECO005668,GECO002653
GECO005669,GECO001165
GECO005670,GECO001874
GECO005671,GECO005671
GECO005672,GECO005672
GECO005673,GECO001545
GECO005674,GECO005674
GECO005675,GECO000195
GECO005676,GECO003903
GECO005677,GECO005677
GECO005678,GECO005678
GECO005679,GECO001752
GECO005680,GECO004435
GECO005681,GECO005681
GECO005682,GECO001423
GECO005683,GECO005683
GECO005684,GECO002658
GECO005685,GECO004323
GECO005686,GECO003626
GECO005687,GECO001864
GECO005688,GECO002480
GECO005689,GECO001441
GECO005690,GECO005690
GECO005691,GECO000380
GECO005692,GECO001511
GECO005693,GECO005693
GECO005694,GECO000559
GECO005695,GECO005695
GECO005696,GECO001187
GECO005697,GECO000564
GECO005698,GECO005698
GECO005699,GECO005699
GECO005700,GECO005417
GECO005701,GECO005321
GECO005702,GECO005702
GECO005703,GECO005703
GECO005704,GECO001146
GECO005705,GECO004745
GECO005706,GECO000989
GECO005707,GECO001396
GECO005708,GECO005708
GECO005709,GECO005709
GECO005710,GECO005710
GECO005711,GECO005711
GECO005712,GECO005414
GECO005713,GECO004995
GECO005714,GECO000273
GECO005715,GECO005715
GECO005716,GECO005716
GECO005717,GECO005717
GECO005718,GECO005718
GECO005719,GECO001832
GECO005720,GECO005651
GECO005721,GECO005721
GECO005722,GECO005722
GECO005723,GECO001091
GECO005724,GECO005724
GECO005725,GECO003065
GECO005726,GECO000645
GECO005727,GECO003315
GECO005728,GECO001612
GECO005729,GECO005223
GECO005730,GECO005730
GECO005731,GECO002176
GECO005732,GECO005732
GECO005733,GECO005733
GECO005734,GECO002016
GECO005735,GECO000618
GECO005736,GECO005736
GECO005737,GECO005737
GECO005738,GECO000224
GECO005739,GECO005739
GECO005740,GECO002062
GECO005741,GECO005741
GECO005742,GECO002168
GECO005743,GECO001207
GECO005744,GECO000400
GECO005745,GECO004671
GECO005746,GECO000454
GECO005747,GECO005747
GECO005748,GECO005748
GECO005749,GECO005749
GECO005750,GECO002768
GECO005751,GECO000893
GECO005752,GECO002290
GECO005753,GECO001832
GECO005754,GECO000246
GECO005755,GECO000200
GECO005756,GECO001612
GECO005757,GECO000689
GECO005758,GECO005758
GECO005759,GECO000068
GECO005760,GECO003016
GECO005761,GECO005761
GECO005762,GECO005762
GECO005763,GECO003649
GECO005764,GECO001347
GECO005765,GECO005765
GECO005766,GECO005766
GECO005767,GECO005767
GECO005768,GECO004054
GECO005769,GECO005769
GECO005770,GECO000728
GECO005771,GECO000296
GECO005772,GECO005772
GECO005773,GECO005773
GECO005774,GECO005774
GECO005775,GECO001441
GECO005776,GECO005776
GECO005777,GECO005777
GECO005778,GECO005778
GECO005779,GECO003608
GECO005780,GECO005780
GECO005781,GECO005781
GECO005782,GECO001491
GECO005783,GECO000507
GECO005784,GECO005784
GECO005785,GECO001593
GECO005786,GECO000531
GECO005787,GECO005787
GECO005788,GECO005788
GECO005789,GECO000284
GECO005790,GECO002032
GECO005791,GECO001179
GECO005792,GECO005792
GECO005793,GECO003724
GECO005794,GECO000190
GECO005795,GECO005795
GECO005796,GECO005796
GECO005797,GECO003183
GECO005798,GECO004569
GECO005799,GECO003919
GECO005800,GECO005800
GECO005801,GECO002894
GECO005802,GECO005192
GECO005803,GECO005803
GECO005804,GECO000669
GECO005805,GECO005805
GECO005806,GECO005806
GECO005807,GECO005807
GECO005808,GECO005808
GECO005809,GECO002103
GECO005810,GECO005810
GECO005811,GECO000093
GECO005812,GECO005812
GECO005813,GECO002071
GECO005814,GECO005814
GECO005815,GECO005815
GECO005816,GECO005816
GECO005817,GECO003318
GECO005818,GECO005818
GECO005819,GECO004348
GECO005820,GECO000836
GECO005821,GECO005821
GECO005822,GECO004240
GECO005823,GECO000499
GECO005824,GECO003779
GECO005825,GECO003170
GECO005826,GECO000479
GECO005827,GECO005827
GECO005828,GECO005828
GECO005829,GECO005829
GECO005830,GECO005316
GECO005831,GECO000054
GECO005832,GECO005832
GECO005833,GECO005833
GECO005834,GECO001758
GECO005835,GECO005835
GECO005836,GECO005836
GECO005837,GECO000615
GECO005838,GECO004505
GECO005839,GECO003639
GECO005840,GECO005840
GECO005841,GECO005841
GECO005842,GECO002871
GECO005843,GECO000776
GECO005844,GECO005844
GECO005845,GECO001093
GECO005846,GECO005846
GECO005847,GECO001480
GECO005848,GECO005848
GECO005849,GECO004789
GECO005850,GECO001658
GECO005851,GECO003570
GECO005852,GECO005852
GECO005853,GECO005853
GECO005854,GECO005854
GECO005855,GECO005855
GECO005856,GECO005856
GECO005857,GECO001803
GECO005858,GECO001167
GECO005859,GECO004547
GECO005860,GECO005860
GECO005861,GECO005861
GECO005862,GECO005862
GECO005863,GECO001674
GECO005864,GECO000246
GECO005865,GECO005865
GECO005866,GECO005866
GECO005867,GECO003918
GECO005868,GECO005868
GECO005869,GECO005869
GECO005870,GECO005870
GECO005871,GECO001375
GECO005872,GECO004166
GECO005873,GECO003909
GECO005874,GECO003522
GECO005875,GECO000763
GECO005876,GECO005876
GECO005877,GECO005877
GECO005878,GECO005878
GECO005879,GECO005879
GECO005880,GECO001610
GECO005881,GECO005881
GECO005882,GECO003804
GECO005883,GECO005883
GECO005884,GECO005556
GECO005885,GECO005885
GECO005886,GECO005886
GECO005887,GECO004112
GECO005888,GECO000669
GECO005889,GECO001842
GECO005890,GECO003837
GECO005891,GECO003732
GECO005892,GECO005892
GECO005893,GECO002405
GECO005894,GECO005894
GECO005895,GECO000109
GECO005896,GECO005896
GECO005897,GECO001645
GECO005898,GECO000994
GECO005899,GECO005899
GECO005900,GECO005900
GECO005901,GECO003579
GECO005902,GECO004191
GECO005903,GECO005903
GECO005904,GECO005904
GECO005905,GECO001427
GECO005906,GECO003382
GECO005907,GECO003531
GECO005908,GECO005908
GECO005909,GECO001808
GECO005910,GECO005910
GECO005911,GECO001518
GECO005912,GECO005912
GECO005913,GECO000797
GECO005914,GECO001810
GECO005915,GECO005915
GECO005916,GECO005916
GECO005917,GECO002084
GECO005918,GECO005918
GECO005919,GECO003607
GECO005920,GECO000872
GECO005921,GECO001753
GECO005922,GECO005922
GECO005923,GECO001950
GECO005924,GECO005924
GECO005925,GECO005925
GECO005926,GECO003083
GECO005927,GECO000796
GECO005928,GECO001074
GECO005929,GECO002006
GECO005930,GECO005930
GECO005931,GECO001464
GECO005932,GECO005932
GECO005933,GECO000159
GECO005934,GECO001025
GECO005935,GECO005935
GECO005936,GECO005936
GECO005937,GECO002822
GECO005938,GECO005938
GECO005939,GECO002435
GECO005940,GECO005940
GECO005941,GECO005941
GECO005942,GECO000695
GECO005943,GECO004539
GECO005944,GECO005944
GECO005945,GECO001117
GECO005946,GECO005946
GECO005947,GECO000617
GECO005948,GECO001957
GECO005949,GECO005146
GECO005950,GECO005950
GECO005951,GECO005951
GECO005952,GECO005952
GECO005953,GECO001196
GECO005954,GECO002917
GECO005955,GECO001168
GECO005956,GECO005956
GECO005957,GECO005957
GECO005958,GECO002470
GECO005959,GECO000370
GECO005960,GECO005960
GECO005961,GECO003392
GECO005962,GECO001207
GECO005963,GECO001338
GECO005964,GECO005964
GECO005965,GECO005965
GECO005966,GECO004393
GECO005967,GECO005967
GECO005968,GECO005968
GECO005969,GECO000041
GECO005970,GECO005970
GECO005971,GECO002833
GECO005972,GECO000640
GECO005973,GECO003210
GECO005974,GECO005974
GECO005975,GECO001846
GECO005976,GECO001753
GECO005977,GECO005977
GECO005978,GECO000044
GECO005979,GECO005979
GECO005980,GECO005980
GECO005981,GECO005981
GECO005982,GECO003424
GECO005983,GECO002085
GECO005984,GECO005984
GECO005985,GECO005985
GECO005986,GECO004842
GECO005987,GECO005987
GECO005988,GECO005988
GECO005989,GECO001464
GECO005990,GECO002328
GECO005991,GECO001302
GECO005992,GECO005992
GECO005993,GECO005993
GECO005994,GECO005994
GECO005995,GECO005995
GECO005996,GECO002071
GECO005997,GECO000753
GECO005998,GECO002829
GECO005999,GECO005999
GECO006000,GECO004037
GECO006001,GECO006001
GECO006002,GECO004159
GECO006003,GECO006003
GECO006004,GECO001356
GECO006005,GECO000165
GECO006006,GECO006006
GECO006007,GECO006007
GECO006008,GECO006008
GECO006009,GECO006009
GECO006010,GECO001302
GECO006011,GECO006011
GECO006012,GECO002610
GECO006013,GECO001063
GECO006014,GECO002622
GECO006015,GECO006015
GECO006016,GECO000572
GECO006017,GECO006017
GECO006018,GECO001579
GECO006019,GECO006019
GECO006020,GECO006020
GECO006021,GECO004229
GECO006022,GECO006022
GECO006023,GECO006023
GECO006024,GECO006024
GECO006025,GECO006025
GECO006026,GECO005173
GECO006027,GECO006027
GECO006028,GECO001013
GECO006029,GECO006029
GECO006030,GECO003800
GECO006031,GECO006031
GECO006032,GECO002114
GECO006033,GECO002202
GECO006034,GECO006034
GECO006035,GECO003599
GECO006036,GECO003382
GECO006037,GECO002707
GECO006038,GECO006038
GECO006039,GECO002425
GECO006040,GECO004874
GECO006041,GECO006041
GECO006042,GECO006042
GECO006043,GECO005879
GECO006044,GECO000356
GECO006045,GECO005403
GECO006046,GECO006046
GECO006047,GECO006047
GECO006048,GECO006048
GECO006049,GECO006049
GECO006050,GECO006050
GECO006051,GECO006051
GECO006052,GECO002097
GECO006053,GECO006053
GECO006054,GECO004049
GECO006055,GECO006055
GECO006056,GECO006056
GECO006057,GECO002992
GECO006058,GECO000235
GECO006059,GECO001848
GECO006060,GECO006060
GECO006061,GECO006061
GECO006062,GECO001538
GECO006063,GECO006063
GECO006064,GECO006064
GECO006065,GECO000027
GECO006066,GECO003910
GECO006067,GECO006067
GECO006068,GECO006015
GECO006069,GECO006069
GECO006070,GECO001828
GECO006071,GECO001464
GECO006072,GECO000733
GECO006073,GECO006073
GECO006074,GECO000304
GECO006075,GECO006075
GECO006076,GECO006076
GECO006077,GECO002939
GECO006078,GECO001622
GECO006079,GECO002175
GECO006080,GECO006080
GECO006081,GECO000850
GECO006082,GECO006082
GECO006083,GECO002396
GECO006084,GECO001241
GECO006085,GECO000272
GECO006086,GECO006086
GECO006087,GECO006087
GECO006088,GECO006088
GECO006089,GECO006089
GECO006090,GECO006090
GECO006091,GECO006091
GECO006092,GECO006092
GECO006093,GECO005956
GECO006094,GECO000548
GECO006095,GECO001441
GECO006096,GECO000884
GECO006097,GECO001498
GECO006098,GECO006098
GECO006099,GECO006099
GECO006100,GECO002219
GECO006101,GECO001093
GECO006102,GECO002358
GECO006103,GECO006103
GECO006104,GECO006104
GECO006105,GECO006105
GECO006106,GECO006106
GECO006107,GECO006107
GECO006108,GECO005829
GECO006109,GECO000955
GECO006110,GECO006110
GECO006111,GECO001134
GECO006112,GECO006112
GECO006113,GECO006113
GECO006114,GECO006114
GECO006115,GECO001996
GECO006116,GECO002522
GECO006117,GECO000355
GECO006118,GECO000494
GECO006119,GECO006119
GECO006120,GECO006120
GECO006121,GECO006121
GECO006122,GECO006122
GECO006123,GECO006123
GECO006124,GECO006124
GECO006125,GECO000800
GECO006126,GECO003866
GECO006127,GECO002013
GECO006128,GECO002103
GECO006129,GECO004665
GECO006130,GECO002102
GECO006131,GECO004811
GECO006132,GECO006132
GECO006133,GECO001260
GECO006134,GECO002405
GECO006135,GECO006135
GECO006136,GECO002411
GECO006137,GECO003771
GECO006138,GECO005484
GECO006139,GECO006139
GECO006140,GECO006140
GECO006141,GECO002235
GECO006142,GECO006142
GECO006143,GECO000881
GECO006144,GECO006144
GECO006145,GECO006145
GECO006146,GECO003457
GECO006147,GECO006147
GECO006148,GECO000266
GECO006149,GECO006149
GECO006150,GECO002706
GECO006151,GECO006151
GECO006152,GECO006152
GECO006153,GECO006153
GECO006154,GECO006154
GECO006155,GECO000794
GECO006156,GECO005192
GECO006157,GECO006157
GECO006158,GECO006158
GECO006159,GECO004180
GECO006160,GECO006160
GECO006161,GECO006161
GECO006162,GECO006162
GECO006163,GECO002568
GECO006164,GECO001791
GECO006165,GECO006165
GECO006166,GECO006166
GECO006167,GECO005915
GECO006168,GECO006168
GECO006169,GECO000432
GECO006170,GECO006170
GECO006171,GECO006171
GECO006172,GECO006172
GECO006173,GECO002144
GECO006174,GECO000443
GECO006175,GECO002683
GECO006176,GECO003844
GECO006177,GECO006177
GECO006178,GECO006178
GECO006179,GECO006179
GECO006180,GECO006180
GECO006181,GECO001816
GECO006182,GECO006182
GECO006183,GECO003639
GECO006184,GECO006184
GECO006185,GECO006185
GECO006186,GECO004036
GECO006187,GECO000269
GECO006188,GECO006188
GECO006189,GECO006189
GECO006190,GECO006190
GECO006191,GECO000112
GECO006192,GECO006192
GECO006193,GECO006193
GECO006194,GECO006194
GECO006195,GECO004649
GECO006196,GECO001573
GECO006197,GECO006197
GECO006198,GECO000887
GECO006199,GECO006199
GECO006200,GECO000417
GECO006201,GECO000043
GECO006202,GECO006202
GECO006203,GECO005374
GECO006204,GECO006024
GECO006205,GECO006185
GECO006206,GECO000266
GECO006207,GECO001578
GECO006208,GECO003449
GECO006209,GECO006209
GECO006210,GECO002814
GECO006211,GECO006211
GECO006212,GECO000922
GECO006213,GECO006213
GECO006214,GECO006214
GECO006215,GECO001260
GECO006216,GECO000746
GECO006217,GECO001153
GECO006218,GECO006218
GECO006219,GECO001486
GECO006220,GECO003683
GECO006221,GECO006221
GECO006222,GECO004191
GECO006223,GECO006223
GECO006224,GECO003875
GECO006225,GECO004038
GECO006226,GECO002606
GECO006227,GECO006227
GECO006228,GECO001078
GECO006229,GECO000522
GECO006230,GECO006230
GECO006231,GECO006231
GECO006232,GECO002154
GECO006233,GECO006233
GECO006234,GECO006015
GECO006235,GECO006235
GECO006236,GECO006236
GECO006237,GECO003166
GECO006238,GECO006238
GECO006239,GECO006239
GECO006240,GECO003919
GECO006241,GECO003607
GECO006242,GECO003617
GECO006243,GECO006243
GECO006244,GECO006244
GECO006245,GECO006245
GECO006246,GECO006246
GECO006247,GECO006247
GECO006248,GECO005747
GECO006249,GECO004491
GECO006250,GECO006250
GECO006251,GECO000010
GECO006252,GECO006252
GECO006253,GECO006253
GECO006254,GECO000017
GECO006255,GECO006255
GECO006256,GECO002657
GECO006257,GECO003282
GECO006258,GECO005915
GECO006259,GECO006259
GECO006260,GECO000064
GECO006261,GECO003440
GECO006262,GECO003148
GECO006263,GECO003739
GECO006264,GECO006264
GECO006265,GECO006265
GECO006266,GECO006266
GECO006267,GECO000560
GECO006268,GECO003378
GECO006269,GECO006269
GECO006270,GECO006270
GECO006271,GECO006271
GECO006272,GECO006272
GECO006273,GECO001089
GECO006274,GECO004491
GECO006275,GECO006275
GECO006276,GECO006276
GECO006277,GECO001452
GECO006278,GECO000708
GECO006279,GECO006279
GECO006280,GECO006280
GECO006281,GECO001392
GECO006282,GECO003696
GECO006283,GECO000213
GECO006284,GECO000451
GECO006285,GECO000489
GECO006286,GECO005941
GECO006287,GECO006287
GECO006288,GECO000204
GECO006289,GECO000906
GECO006290,GECO006290
GECO006291,GECO000732
GECO006292,GECO006292
GECO006293,GECO006293
GECO006294,GECO002810
GECO006295,GECO003143
GECO006296,GECO006296
GECO006297,GECO000430
GECO006298,GECO006298
GECO006299,GECO006299
GECO006300,GECO006300
GECO006301,GECO006301
GECO006302,GECO006302
GECO006303,GECO002822
GECO006304,GECO006304
GECO006305,GECO006157
GECO006306,GECO006306
GECO006307,GECO000551
GECO006308,GECO002410
GECO006309,GECO006309
GECO006310,GECO000994
GECO006311,GECO004018
GECO006312,GECO006312
GECO006313,GECO000826
GECO006314,GECO006314
GECO006315,GECO006315
GECO006316,GECO001946
GECO006317,GECO006317
GECO006318,GECO006318
GECO006319,GECO001257
GECO006320,GECO003016
GECO006321,GECO006321
GECO006322,GECO002522
GECO006323,GECO006323
GECO006324,GECO006324
GECO006325,GECO006325
GECO006326,GECO002568
GECO006327,GECO006327
GECO006328,GECO002506
GECO006329,GECO001037
GECO006330,GECO006330
GECO006331,GECO001593
GECO006332,GECO005126
GECO006333,GECO000541
GECO006334,GECO006334
GECO006335,GECO006335
GECO006336,GECO002622
GECO006337,GECO006194
GECO006338,GECO000214
GECO006339,GECO006339
GECO006340,GECO006340
GECO006341,GECO006341
GECO006342,GECO001346
GECO006343,GECO006343
GECO006344,GECO006344
GECO006345,GECO000122
GECO006346,GECO003139
GECO006347,GECO006347
GECO006348,GECO006348
GECO006349,GECO006349
GECO006350,GECO006350
GECO006351,GECO003663
GECO006352,GECO006352
GECO006353,GECO002591
GECO006354,GECO003914
GECO006355,GECO006355
GECO006356,GECO006356
GECO006357,GECO006357
GECO006358,GECO001842
GECO006359,GECO006194
GECO006360,GECO002669
GECO006361,GECO006361
GECO006362,GECO001558
GECO006363,GECO000683
GECO006364,GECO006364
GECO006365,GECO003157
GECO006366,GECO006366
GECO006367,GECO003103
GECO006368,GECO006368
GECO006369,GECO006369
GECO006370,GECO002522
GECO006371,GECO006371
GECO006372,GECO006372
GECO006373,GECO001744
GECO006374,GECO002531
GECO006375,GECO006375
GECO006376,GECO006376
GECO006377,GECO006377
GECO006378,GECO001453
GECO006379,GECO006379
GECO006380,GECO006380
GECO006381,GECO000537
GECO006382,GECO000983
GECO006383,GECO006383
GECO006384,GECO002529
GECO006385,GECO005331
GECO006386,GECO005128
GECO006387,GECO002508
GECO006388,GECO002059
GECO006389,GECO006389
GECO006390,GECO006390
GECO006391,GECO006391
GECO006392,GECO003017
GECO006393,GECO006393
GECO006394,GECO006394
GECO006395,GECO000977
GECO006396,GECO004923
GECO006397,GECO006397
GECO006398,GECO001612
GECO006399,GECO006399
GECO006400,GECO006400
GECO006401,GECO006401
GECO006402,GECO006402
GECO006403,GECO006403
GECO006404,GECO000088
GECO006405,GECO000308
GECO006406,GECO006406
GECO006407,GECO000668
GECO006408,GECO001766
GECO006409,GECO000041
GECO006410,GECO006410
GECO006411,GECO006411
GECO006412,GECO001123
GECO006413,GECO003676
GECO006414,GECO006414
GECO006415,GECO003537
GECO006416,GECO001405
GECO006417,GECO006417
GECO006418,GECO001987
GECO006419,GECO001437
GECO006420,GECO006420
GECO006421,GECO006421
GECO006422,GECO000969
GECO006423,GECO006423
GECO006424,GECO006424
GECO006425,GECO004266
GECO006426,GECO006426
GECO006427,GECO006427
GECO006428,GECO006428
GECO006429,GECO004365
GECO006430,GECO000382
GECO006431,GECO006431
GECO006432,GECO005050
GECO006433,GECO002217
GECO006434,GECO006434
GECO006435,GECO002079
GECO006436,GECO006436
GECO006437,GECO006437
GECO006438,GECO006438
GECO006439,GECO006439
GECO006440,GECO000511
GECO006441,GECO000363
GECO006442,GECO001691
GECO006443,GECO006443
GECO006444,GECO002431
GECO006445,GECO000332
GECO006446,GECO000194
GECO006447,GECO006447
GECO006448,GECO006448
GECO006449,GECO001214
GECO006450,GECO006450
GECO006451,GECO006451
GECO006452,GECO000410
GECO006453,GECO006453
GECO006454,GECO001297
GECO006455,GECO006455
GECO006456,GECO006456
GECO006457,GECO006457
GECO006458,GECO006024
GECO006459,GECO006459
GECO006460,GECO006460
GECO006461,GECO000011
GECO006462,GECO003647
GECO006463,GECO006124
GECO006464,GECO001570
GECO006465,GECO000601
GECO006466,GECO006466
GECO006467,GECO002358
GECO006468,GECO006468
GECO006469,GECO004676
GECO006470,GECO003526
GECO006471,GECO001959
GECO006472,GECO006472
GECO006473,GECO006473
GECO006474,GECO006474
GECO006475,GECO006475
GECO006476,GECO006476
GECO006477,GECO006477
GECO006478,GECO003709
GECO006479,GECO006479
GECO006480,GECO006480
GECO006481,GECO006481
GECO006482,GECO006482
GECO006483,GECO005420
GECO006484,GECO004378
GECO006485,GECO005350
GECO006486,GECO006486
GECO006487,GECO003446
GECO006488,GECO006488
GECO006489,GECO006264
GECO006490,GECO003927
GECO006491,GECO006491
GECO006492,GECO003073
GECO006493,GECO006493
GECO006494,GECO004054
GECO006495,GECO001426
GECO006496,GECO001257
GECO006497,GECO004210
GECO006498,GECO006498
GECO006499,GECO001187
GECO006500,GECO003520
GECO006501,GECO006501
GECO006502,GECO001774
GECO006503,GECO000349
GECO006504,GECO005561
GECO006505,GECO002810
GECO006506,GECO006506
GECO006507,GECO005334
GECO006508,GECO006508
GECO006509,GECO001464
GECO006510,GECO002669
GECO006511,GECO001267
GECO006512,GECO006512
GECO006513,GECO006513
GECO006514,GECO000067
GECO006515,GECO003362
GECO006516,GECO003232
GECO006517,GECO006517
GECO006518,GECO006518
GECO006519,GECO006519
GECO006520,GECO000208
GECO006521,GECO001141
GECO006522,GECO006522
GECO006523,GECO000897
GECO006524,GECO006524
GECO006525,GECO006525
GECO006526,GECO006526
GECO006527,GECO002139
GECO006528,GECO006528
GECO006529,GECO003590
GECO006530,GECO006530
GECO006531,GECO006531
GECO006532,GECO006532
GECO006533,GECO006533
GECO006534,GECO006534
GECO006535,GECO003398
GECO006536,GECO002978
GECO006537,GECO004635
GECO006538,GECO002289
GECO006539,GECO002677
GECO006540,GECO000945
GECO006541,GECO003399
GECO006542,GECO006542
GECO006543,GECO006543
GECO006544,GECO003619
GECO006545,GECO001031
